Sample_ID,Title,Organism,Series_ID,GPL_ID,Instrument Model,SRA_ID,Library Strategy,H3K4me3_description,Tissue,Cell Line,Cell Type,Disease,Treatment,Genotype,Antibody,Feature in Title,Feature in Ab,Feature in Title or Ab
GSM942082,Chip Seq H3K9me2 in ER:Ras expressing IMR90 with no treatment SLX3212,Homo sapiens,"['GSE38442', 'GSE38448']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX151359,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA317'},,IMR90,,,{'treatment': 'no treatment'},{},{'chip antibody': 'H3K4me3 CMA317'},False,True,True
GSM942081,Chip Seq H3K9me3 in ER:Ras expressing IMR90 with no treatment SLX2976,Homo sapiens,"['GSE38442', 'GSE38448']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX151358,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'no treatment'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM942080,Chip Seq H3K9me3 in ER:Ras expressing IMR90 d6 4OHT SLX2980,Homo sapiens,"['GSE38442', 'GSE38448']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX151357,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA318'},,IMR90,,,{'treatment': 'd6 4OHT'},{},{'chip antibody': 'H3K4me3 CMA318'},False,True,True
GSM1217930,XHP472_Alpha_H3K4me3,Homo sapiens,['GSE50386'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX340791,ChIP-Seq,"{'chip-seq antibody': 'H3K4me3', 'Title': 'XHP472_Alpha_H3K4me3'}",pancreatic islets,,,,{},{},{'chip-seq antibody': 'H3K4me3'},True,True,True
GSM1217931,XHP472_Beta_H3K4me3,Homo sapiens,['GSE50386'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX340792,ChIP-Seq,"{'chip-seq antibody': 'H3K4me3', 'Title': 'XHP472_Beta_H3K4me3'}",pancreatic islets,,,,{},{},{'chip-seq antibody': 'H3K4me3'},True,True,True
GSM1340257,nucARRB1 C4-2(high nuclear ARRB1)_H3K4me3 ChIP,Homo sapiens,"['GSE55616', 'GSE55615']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX481460,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3', 'factor': 'H3K4me3', 'Title': 'nucARRB1 C4-2(high nuclear ARRB1)_H3K4me3 ChIP'}",,C4-2,,,{},{'genotype/variation': 'stably expressing nucARRB1'},"{'chip antibody': 'anti-H3K4me3', 'factor': 'H3K4me3'}",True,True,True
GSM1668443,BJ_d8l_shENY2_H3K4me3,Homo sapiens,"['GSE68325', 'GSE68234']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1012141,ChIP-Seq,"{'chip antibody': 'H3K4me3, ab8580 \xe2\x80\x93 Lot # GR188538.1', 'Title': 'BJ_d8l_shENY2_H3K4me3'}",,BJ Fibroblasts,,,{'treatment': 'BJ fibroblasts 8 days post induced viral expression of OSKM and treated with ENY2 siRNA (ENY2 Knock-down).'},{'genotype': 'ENY2 Knock-down'},"{'chip antibody': 'H3K4me3, ab8580 \xe2\x80\x93 Lot # GR188538.1'}",True,True,True
GSM1668440,BJ_d8l_shNTP_H3K4me3,Homo sapiens,"['GSE68325', 'GSE68234']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1012138,ChIP-Seq,"{'chip antibody': 'H3K4me3, ab8580 \xe2\x80\x93 Lot # GR188538.1', 'Title': 'BJ_d8l_shNTP_H3K4me3'}",,BJ Fibroblasts,,,{'treatment': 'BJ fibroblasts 8 days post induced viral expression of OSKM and treated with non-targeting (NTP) siRNA.'},{'genotype': 'WT'},"{'chip antibody': 'H3K4me3, ab8580 \xe2\x80\x93 Lot # GR188538.1'}",True,True,True
GSM1668446,BJ_d8l_shSMAD3_H3K4me3,Homo sapiens,"['GSE68325', 'GSE68234']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1012144,ChIP-Seq,"{'chip antibody': 'H3K4me3, ab8580 \xe2\x80\x93 Lot # GR188538.1', 'Title': 'BJ_d8l_shSMAD3_H3K4me3'}",,BJ Fibroblasts,,,{'treatment': 'BJ fibroblasts 8 days post induced viral expression of OSKM and treated with SMAD3 siRNA (SMAD3 Knock-down).'},{'genotype': 'SMAD3 Knock-down'},"{'chip antibody': 'H3K4me3, ab8580 \xe2\x80\x93 Lot # GR188538.1'}",True,True,True
GSM1969590,GCC005,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474479,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1722609,H3K4me3_ko_rep2,Homo sapiens,['GSE64642'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1074428,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'H3K4me3_ko_rep2'}",,,,,{},{'genotype/variation': 'KO'},{'antibody': 'H3K4me3'},True,True,True
GSM1722608,H3K4me3_ko_rep1,Homo sapiens,['GSE64642'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1074427,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'H3K4me3_ko_rep1'}",,,,,{},{'genotype/variation': 'KO'},{'antibody': 'H3K4me3'},True,True,True
GSM1969594,GCC009,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474483,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1722607,H3K4me3_wt_rep2,Homo sapiens,['GSE64642'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1074426,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'H3K4me3_wt_rep2'}",,,,,{},{'genotype/variation': 'WT'},{'antibody': 'H3K4me3'},True,True,True
GSM1722606,H3K4me3_wt_rep1,Homo sapiens,['GSE64642'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1074425,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'H3K4me3_wt_rep1'}",,,,,{},{'genotype/variation': 'WT'},{'antibody': 'H3K4me3'},True,True,True
GSM1969602,GCC017,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474491,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM732911,CUTLL-H3K4me3,Homo sapiens,['GSE29600'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX070889,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'CUTLL-H3K4me3'}",,CUTLL1,,T lymphoblastic leukemia/lymphoma,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1969606,GCC021,Homo sapiens,['GSE75898'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1474495,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM945856,USC_ChipSeq_PANC-1_H3K4me3B_UCDavis,Homo sapiens,['GSE31755'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX152077,ChIP-Seq,"{'antibody antibodydescription': 'Rabbit monoclonal antibody. Antibody Target: H3K4me3', 'antibody': 'H3K4me3B', 'Title': 'USC_ChipSeq_PANC-1_H3K4me3B_UCDavis'}",,PANC-1,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'Rabbit monoclonal antibody. Antibody Target: H3K4me3', 'antibody': 'H3K4me3B'}",True,True,True
GSM529970,69 yr old H3K4me3_NeuN+_rep2 #11.2,Homo sapiens,['GSE21172'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX019342,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': '69 yr old H3K4me3_NeuN+_rep2 #11.2'}",,,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM529971,4.71 yr old H3K4me3_NeuN-_rep1 #6n,Homo sapiens,['GSE21172'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX019343,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': '4.71 yr old H3K4me3_NeuN-_rep1 #6n'}",,,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM529972,69 yr old H3K4me3_NeuN-_rep1 #11n,Homo sapiens,['GSE21172'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX019344,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': '69 yr old H3K4me3_NeuN-_rep1 #11n'}",,,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM727572,hESC H3K4me3 ChIP-Seq pool,Homo sapiens,['GSE29422'],GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX064486,ChIP-Seq,"{'chip antibody': 'H3K4me3, rabbit polyclonal', 'Title': 'hESC H3K4me3 ChIP-Seq pool'}",,H9,,,{},{},"{'chip antibody': 'H3K4me3, rabbit polyclonal'}",True,True,True
GSM906406,Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in Human Left Ventricle Tissue; renlab.H3K4me3.STL001LV.01.01,Homo sapiens,['GSE16256'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX134744,ChIP-Seq,"{'experiment_type': 'Histone H3K4me3', 'chip_antibody': 'H3K4me3', 'Title': 'Reference Epigenome: ChIP-Seq Analysis of H3K4me3 in Human Left Ventricle Tissue; renlab.H3K4me3.STL001LV.01.01'}",,,,None,{},{},{'chip_antibody': 'H3K4me3'},True,True,True
GSM945299,UW_ChipSeq_K562_H3K4me3_ZNF_knockout_4C50_C4,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190082,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_K562_H3K4me3_ZNF_knockout_4C50_C4'}",,K562,,,{'treatment': 'ZNF_knockout_4C50_C4'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945298,UW_ChipSeq_K562_H3K4me3_ZNF_knockout_A4.1-C6,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190081,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_K562_H3K4me3_ZNF_knockout_A4.1-C6'}",,K562,,,{'treatment': 'ZNF_knockout_A4.1-C6'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945292,UW_ChipSeq_HPAF_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190075,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_HPAF_H3K4me3'}",,HPAF,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945290,UW_ChipSeq_HMF_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190073,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_HMF_H3K4me3'}",,HMF,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945297,UW_ChipSeq_K562_H3K4me3_ZNF_knockout_2C10_C5,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190080,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_K562_H3K4me3_ZNF_knockout_2C10_C5'}",,K562,,,{'treatment': 'ZNF_knockout_2C10_C5'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945296,UW_ChipSeq_GM12864_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190079,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_GM12864_H3K4me3'}",,GM12864,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945295,UW_ChipSeq_GM12865_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190078,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_GM12865_H3K4me3'}",,GM12865,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM1262399,ChIP-seq_H3K4me3_WT_hMSC,Homo sapiens,['GSE52285'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX376720,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Abcam, ab8580)', 'Title': 'ChIP-seq_H3K4me3_WT_hMSC'}",,,,,{},{'genotype/variation': 'WT'},"{'chip antibody': 'H3K4me3 (Abcam, ab8580)'}",True,True,True
GSM1572780,Sample_H3K4me3_Index_7_lane5,Homo sapiens,['GSE64504'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX823973,ChIP-Seq,{'Title': 'Sample_H3K4me3_Index_7_lane5'},,OCI-Ly1,,,{},{},"{'chip antibody': 'anti-histone H3 trimethyl K4 (ab8580, Abcam, Cambridge, MA)'}",True,False,True
GSM1003735,poor outcome_5_H3K4me3,Homo sapiens,['GSE40867'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX186825,ChIP-Seq,{'Title': 'poor outcome_5_H3K4me3'},primary breast tumor,,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1003732,poor outcome_4_H3K4me3,Homo sapiens,['GSE40867'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX186822,ChIP-Seq,{'Title': 'poor outcome_4_H3K4me3'},primary breast tumor,,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1847986,gDNA_CD4_H3K4me3_input_rep2,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142312,ChIP-Seq,{'Title': 'gDNA_CD4_H3K4me3_input_rep2'},blood,,,,{},{},{'antibody': 'Input'},True,False,True
GSM1847987,gDNA_CD8_H3K4me3_input_rep2,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142313,ChIP-Seq,{'Title': 'gDNA_CD8_H3K4me3_input_rep2'},blood,,,,{},{},{'antibody': 'Input'},True,False,True
GSM1847984,gDNA_CD8_H3K4me3_input_rep1,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142310,ChIP-Seq,{'Title': 'gDNA_CD8_H3K4me3_input_rep1'},blood,,,,{},{},{'antibody': 'Input'},True,False,True
GSM1847985,gDNA_CD4_H3K4me3_input_rep1,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142311,ChIP-Seq,{'Title': 'gDNA_CD4_H3K4me3_input_rep1'},blood,,,,{},{},{'antibody': 'Input'},True,False,True
GSM1847982,gDNA_CD8_H3K4me3_Graves_rep14,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142308,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Graves_rep14'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1003738,poor outcome_6_H3K4me3,Homo sapiens,['GSE40867'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX186828,ChIP-Seq,{'Title': 'poor outcome_6_H3K4me3'},primary breast tumor,,,,{},{},{'chip antibody': 'ab8580 (Abcam)'},True,False,True
GSM1847980,gDNA_CD8_H3K4me3_Control_rep17,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142306,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD8_H3K4me3_Control_rep17'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1847981,gDNA_CD4_H3K4me3_Graves_rep13,Homo sapiens,"['GSE71952', 'GSE71957']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1142307,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'gDNA_CD4_H3K4me3_Graves_rep13'}",blood,,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1866129,ChIPseq_U87EGFRvIII_withoutFBS_erlotinib_H3K4me3.FL164,Homo sapiens,['GSE72468'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1177356,ChIP-Seq,{'Title': 'ChIPseq_U87EGFRvIII_withoutFBS_erlotinib_H3K4me3.FL164'},,Gliobmastoma cell line,,,{},{},{},True,False,True
GSM1866121,ChIPseq_GBM_P69_H3K4me3.FL142,Homo sapiens,['GSE72468'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1177348,ChIP-Seq,{'Title': 'ChIPseq_GBM_P69_H3K4me3.FL142'},Gliobmastoma biopsy,,,,{},{},{},True,False,True
GSM1866120,ChIPseq_GBM_S08_H3K4me3.FL138,Homo sapiens,['GSE72468'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1177347,ChIP-Seq,{'Title': 'ChIPseq_GBM_S08_H3K4me3.FL138'},Gliobmastoma biopsy,,,,{},{},{},True,False,True
GSM1866125,ChIPseq_GBM_2493_H3K4me3.FL153,Homo sapiens,['GSE72468'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1177352,ChIP-Seq,{'Title': 'ChIPseq_GBM_2493_H3K4me3.FL153'},Gliobmastoma biopsy,,,,{},{},{},True,False,True
GSM1866127,ChIPseq_GBM_2585_H3K4me3.FL156,Homo sapiens,['GSE72468'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1177354,ChIP-Seq,{'Title': 'ChIPseq_GBM_2585_H3K4me3.FL156'},Gliobmastoma biopsy,,,,{},{},{},True,False,True
GSM1383856,HMEC_H3K4me3_ChIP-Seq,Homo sapiens,['GSE57498'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX539647,ChIP-Seq,"{'chip antibody': 'H3K4me3 (#39160, Active Motif)', 'Title': 'HMEC_H3K4me3_ChIP-Seq'}",,HMEC,,,{},{},"{'chip antibody': 'H3K4me3 (#39160, Active Motif)'}",True,True,True
GSM2337951,MDA-MB-231 H3K4me3 ChIPseq biological replicate 1,Homo sapiens,"['GSE87671', 'GSE87662']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX2213521,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'MDA-MB-231 H3K4me3 ChIPseq biological replicate 1'}",breast,MDA-MB-231,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM451987,H3K4me3_ChIP-Seq_SCS773 (Illumina),Homo sapiens,['GSE18046'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX016701,ChIP-Seq,"{'antibody target': 'H3K4me3', 'Title': 'H3K4me3_ChIP-Seq_SCS773 (Illumina)'}",,,,,{},{},{'antibody target': 'H3K4me3'},True,True,True
GSM1975141,GCC001_mem,Homo sapiens,"['GSE76153', 'GSE85467']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1491543,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1975145,GCC005_mem,Homo sapiens,"['GSE76153', 'GSE85467']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1491547,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1975149,GCC009_mem,Homo sapiens,"['GSE76153', 'GSE85467']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1491551,ChIP-Seq,{'chip antibody': 'H3K4Me3'},Gastric Primary Sample,,,,{},{},{'chip antibody': 'H3K4Me3'},False,True,True
GSM1020361,preadipocyte_H3K4me3_ChIP-seq,Homo sapiens,"['GSE41578', 'GSE41629']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX196105,ChIP-Seq,"{'chip antibody': 'H3K4me3 (17-614, Millipore)', 'Title': 'preadipocyte_H3K4me3_ChIP-seq'}",,,,,{},{},"{'chip antibody': 'H3K4me3 (17-614, Millipore)'}",True,True,True
GSM1020362,adipocyte_H3K4me3_ChIP-seq,Homo sapiens,"['GSE41578', 'GSE41629']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX196106,ChIP-Seq,"{'chip antibody': 'H3K4me3 (17-614, Millipore)', 'Title': 'adipocyte_H3K4me3_ChIP-seq'}",,,,,{},{},"{'chip antibody': 'H3K4me3 (17-614, Millipore)'}",True,True,True
GSM1821392,H3K4me3 Human Brain WhiteMatter HS1 Rep2,Homo sapiens,['GSE67978'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1096828,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Millipore 07-473)', 'Title': 'H3K4me3 Human Brain WhiteMatter HS1 Rep2'}",White matter,,,,{},{},{'chip antibody': 'H3K4me3 (Millipore 07-473)'},True,True,True
GSM1821391,H3K4me3 Human Brain WhiteMatter HS1 Rep1,Homo sapiens,['GSE67978'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1096827,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Millipore 07-473)', 'Title': 'H3K4me3 Human Brain WhiteMatter HS1 Rep1'}",White matter,,,,{},{},{'chip antibody': 'H3K4me3 (Millipore 07-473)'},True,True,True
GSM1821390,H3K4me3 Human Brain Putamen HS1,Homo sapiens,['GSE67978'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1096826,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Millipore 07-473)', 'Title': 'H3K4me3 Human Brain Putamen HS1'}",Putamen,,,,{},{},{'chip antibody': 'H3K4me3 (Millipore 07-473)'},True,True,True
GSM1569569,HMC_L_H3K4me3,Homo sapiens,['GSE64367'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX818562,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'HMC_L_H3K4me3'}",,HMC-L,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM867110,PB_E-DS11464,Homo sapiens,['GSE35375'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX117984,ChIP-Seq,{'ChIP': 'H3K4me3'},,,,,{},{},{'ChIP': 'H3K4me3'},False,True,True
GSM1233989,GM18486_H3K4me3_2,Homo sapiens,['GSE50893'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX356557,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'GM18486_H3K4me3_2'}",,18486,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1233988,GM18486_H3K4me3_1,Homo sapiens,['GSE50893'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX356556,ChIP-Seq,"{'antibody': 'H3K4me3', 'Title': 'GM18486_H3K4me3_1'}",,18486,,,{},{},{'antibody': 'H3K4me3'},True,True,True
GSM1089821,MDA231_H3K4_me3,Homo sapiens,['GSE44737'],GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX246864,ChIP-Seq,{'antibody': 'H3K4me3'},,MDA231,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM1550874,GM18523_H3K4ME3,Homo sapiens,['GSE62742'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX764553,ChIP-Seq,"{'antibody': 'H3K4ME3', 'Title': 'GM18523_H3K4ME3'}",,GM18523,,,{},{},{'antibody': 'H3K4ME3'},True,True,True
GSM1550877,GM18912_H3K4ME3,Homo sapiens,['GSE62742'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX764556,ChIP-Seq,"{'antibody': 'H3K4ME3', 'Title': 'GM18912_H3K4ME3'}",,GM18912,,,{},{},{'antibody': 'H3K4ME3'},True,True,True
GSM1550876,GM19222_H3K4ME3,Homo sapiens,['GSE62742'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX764555,ChIP-Seq,"{'antibody': 'H3K4ME3', 'Title': 'GM19222_H3K4ME3'}",,GM19222,,,{},{},{'antibody': 'H3K4ME3'},True,True,True
GSM1550871,GM18907_H3K4ME3,Homo sapiens,['GSE62742'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX764550,ChIP-Seq,"{'antibody': 'H3K4ME3', 'Title': 'GM18907_H3K4ME3'}",,GM18907,,,{},{},{'antibody': 'H3K4ME3'},True,True,True
